ParticipantID,AttemptNum,TargetColor,ChosenColor,IsCorrect,ReactionTime_sec
P007,1,Blue,Blue,1,2.4584
P007,2,Blue,Blue,1,0.5275
P007,3,Red,Red,1,0.3608
P007,4,Red,Blue,0,0.4721
P007,5,Blue,Blue,1,1.8748
P007,6,Red,Red,1,0.6666
P007,7,Blue,Blue,1,1.0138
P007,8,Blue,Blue,1,0.7777
P007,9,Blue,Blue,1,1.7082
P007,10,Blue,Blue,1,0.6107
P007,11,Blue,Blue,1,0.5279
