ParticipantID,Phase,Trial,TimeStamp_sec,Yaw_deg,Pitch_deg,TargetNumber,isCorrect
P004,HRTF_A,0,0.018,-1.55,-0.55,25,1
P004,HRTF_A,0,0.038,-1.55,-0.54,25,1
P004,HRTF_A,0,0.046,-1.55,-0.55,25,1
P004,HRTF_A,0,0.056,-1.55,-0.55,25,1
P004,HRTF_A,0,0.070,-1.55,-0.55,25,1
P004,HRTF_A,0,0.083,-1.55,-0.53,25,1
P004,HRTF_A,0,0.097,-1.54,-0.51,25,1
P004,HRTF_A,0,0.111,-1.53,-0.50,25,1
P004,HRTF_A,0,0.127,-1.52,-0.51,25,1
P004,HRTF_A,0,0.139,-1.52,-0.53,25,1
P004,HRTF_A,0,0.153,-1.51,-0.54,25,1
P004,HRTF_A,0,0.167,-1.50,-0.55,25,1
P004,HRTF_A,0,0.181,-1.49,-0.55,25,1
P004,HRTF_A,0,0.195,-1.49,-0.56,25,1
P004,HRTF_A,0,0.208,-1.49,-0.55,25,1
P004,HRTF_A,0,0.222,-1.50,-0.55,25,1
P004,HRTF_A,0,0.236,-1.50,-0.54,25,1
P004,HRTF_A,0,0.250,-1.49,-0.53,25,1
P004,HRTF_A,0,0.264,-1.49,-0.53,25,1
P004,HRTF_A,0,0.278,-1.49,-0.53,25,1
P004,HRTF_A,0,0.292,-1.48,-0.54,25,1
P004,HRTF_A,0,0.307,-1.48,-0.55,25,1
P004,HRTF_A,0,0.320,-1.48,-0.54,25,1
P004,HRTF_A,0,0.333,-1.47,-0.54,25,1
P004,HRTF_A,0,0.347,-1.47,-0.53,25,1
P004,HRTF_A,0,0.361,-1.47,-0.52,25,1
P004,HRTF_A,0,0.375,-1.47,-0.51,25,1
P004,HRTF_A,0,0.389,-1.46,-0.52,25,1
P004,HRTF_A,0,0.403,-1.47,-0.52,25,1
P004,HRTF_A,0,0.417,-1.47,-0.52,25,1
P004,HRTF_A,0,0.431,-1.47,-0.53,25,1
P004,HRTF_A,0,0.445,-1.48,-0.52,25,1
P004,HRTF_A,0,0.459,-1.49,-0.51,25,1
P004,HRTF_A,0,0.472,-1.50,-0.49,25,1
P004,HRTF_A,0,0.486,-1.51,-0.48,25,1
P004,HRTF_A,0,0.500,-1.52,-0.49,25,1
P004,HRTF_A,0,0.514,-1.52,-0.50,25,1
P004,HRTF_A,0,0.528,-1.52,-0.51,25,1
P004,HRTF_A,0,0.542,-1.52,-0.50,25,1
