ParticipantID,Phase,Trial,TimeStamp_sec,Yaw_deg,Pitch_deg,TargetNumber,isCorrect
P008,HRTF_A,0,0.013,3.42,-1.15,12,1
P008,HRTF_A,0,0.027,3.43,-1.16,12,1
P008,HRTF_A,0,0.041,3.43,-1.16,12,1
P008,HRTF_A,0,0.055,3.44,-1.16,12,1
P008,HRTF_A,0,0.069,3.44,-1.15,12,1
P008,HRTF_A,0,0.083,3.45,-1.14,12,1
P008,HRTF_A,0,0.097,3.45,-1.13,12,1
P008,HRTF_A,0,0.111,3.46,-1.13,12,1
P008,HRTF_A,0,0.125,3.46,-1.14,12,1
P008,HRTF_A,0,0.139,3.44,-1.17,12,1
P008,HRTF_A,0,0.152,3.43,-1.18,12,1
P008,HRTF_A,0,0.166,3.41,-1.18,12,1
P008,HRTF_A,0,0.18,3.41,-1.17,12,1
P008,HRTF_A,0,0.194,3.42,-1.15,12,1
P008,HRTF_A,0,0.208,3.43,-1.15,12,1
P008,HRTF_A,0,0.222,3.43,-1.14,12,1
P008,HRTF_A,0,0.236,3.44,-1.13,12,1
P008,HRTF_A,0,0.25,3.44,-1.12,12,1
P008,HRTF_A,0,0.263,3.47,-1.12,12,1
P008,HRTF_A,0,0.277,3.49,-1.13,12,1
P008,HRTF_A,0,0.291,3.51,-1.12,12,1
P008,HRTF_A,0,0.306,3.53,-1.13,12,1
P008,HRTF_A,0,0.319,3.54,-1.13,12,1
P008,HRTF_A,0,0.333,3.55,-1.14,12,1
P008,HRTF_A,0,0.347,3.55,-1.15,12,1
P008,HRTF_A,0,0.361,3.55,-1.15,12,1
P008,HRTF_A,0,0.375,3.55,-1.16,12,1
P008,HRTF_A,0,0.389,3.55,-1.16,12,1
P008,HRTF_A,0,0.402,3.55,-1.17,12,1
P008,HRTF_A,0,0.417,3.54,-1.18,12,1
P008,HRTF_A,0,0.431,3.53,-1.18,12,1
P008,HRTF_A,0,0.444,3.52,-1.19,12,1
P008,HRTF_A,0,0.458,3.52,-1.19,12,1
P008,HRTF_A,0,0.472,3.52,-1.19,12,1
P008,HRTF_A,0,0.486,3.53,-1.18,12,1
P008,HRTF_A,0,0.5,3.53,-1.18,12,1
P008,HRTF_A,0,0.513,3.54,-1.17,12,1
P008,HRTF_A,0,0.527,3.56,-1.18,12,1
P008,HRTF_A,0,0.541,3.58,-1.19,12,1
P008,HRTF_A,0,0.556,3.62,-1.2,12,1
P008,HRTF_A,0,0.569,3.66,-1.22,12,1
