ParticipantID,Phase,Trial,TimeStamp_sec,Yaw_deg,Pitch_deg,TargetNumber,isCorrect
P006,HRTF_A,0,0.014,-1.1,-3.16,25,1
P006,HRTF_A,0,0.071,-1.07,-3.15,25,1
P006,HRTF_A,0,0.083,-1.07,-3.18,25,1
P006,HRTF_A,0,0.097,-1.06,-3.16,25,1
P006,HRTF_A,0,0.111,-1.06,-3.16,25,1
P006,HRTF_A,0,0.125,-1.07,-3.16,25,1
P006,HRTF_A,0,0.139,-1.08,-3.18,25,1
P006,HRTF_A,0,0.153,-1.09,-3.21,25,1
P006,HRTF_A,0,0.166,-1.1,-3.24,25,1
P006,HRTF_A,0,0.18,-1.11,-3.25,25,1
P006,HRTF_A,0,0.194,-1.1,-3.25,25,1
P006,HRTF_A,0,0.208,-1.09,-3.24,25,1
P006,HRTF_A,0,0.222,-1.08,-3.24,25,1
P006,HRTF_A,0,0.236,-1.07,-3.25,25,1
P006,HRTF_A,0,0.25,-1.06,-3.27,25,1
P006,HRTF_A,0,0.264,-1.07,-3.28,25,1
P006,HRTF_A,0,0.277,-1.08,-3.28,25,1
P006,HRTF_A,0,0.292,-1.09,-3.27,25,1
P006,HRTF_A,0,0.305,-1.09,-3.26,25,1
P006,HRTF_A,0,0.319,-1.1,-3.26,25,1
P006,HRTF_A,0,0.333,-1.11,-3.29,25,1
P006,HRTF_A,0,0.347,-1.12,-3.3,25,1
P006,HRTF_A,0,0.361,-1.12,-3.32,25,1
P006,HRTF_A,0,0.374,-1.11,-3.32,25,1
P006,HRTF_A,0,0.388,-1.1,-3.31,25,1
P006,HRTF_A,0,0.402,-1.08,-3.31,25,1
P006,HRTF_A,0,0.416,-1.07,-3.3,25,1
P006,HRTF_A,0,0.43,-1.06,-3.29,25,1
P006,HRTF_A,0,0.444,-1.06,-3.29,25,1
P006,HRTF_A,0,0.458,-1.04,-3.28,25,1
P006,HRTF_A,0,0.472,-1.03,-3.28,25,1
P006,HRTF_A,0,0.486,-1.03,-3.27,25,1
P006,HRTF_A,0,0.499,-1.02,-3.26,25,1
P006,HRTF_A,0,0.513,-1.03,-3.26,25,1
P006,HRTF_A,0,0.527,-1.05,-3.26,25,1
P006,HRTF_A,0,0.541,-1.07,-3.27,25,1
P006,HRTF_A,0,0.555,-1.08,-3.27,25,1
P006,HRTF_A,0,0.569,-1.09,-3.28,25,1
P006,HRTF_A,0,0.583,-1.11,-3.27,25,1
P006,HRTF_A,0,0.597,-1.13,-3.27,25,1
P006,HRTF_A,0,0.611,-1.15,-3.27,25,1
P006,HRTF_A,0,0.624,-1.16,-3.28,25,1
P006,HRTF_A,0,0.638,-1.16,-3.29,25,1
P006,HRTF_A,0,0.652,-1.17,-3.3,25,1
